,B_2,B_3,B_10,B_15,B_16,B_17,B_18,B_19,B_21,B_24,B_25,Good/Bad
14458,0.0022,-0.0003,21.61,47.42,521.16,2388.1,8125.46,8.4213,392.0,38.88,23.288029441624364,0
14459,-0.0011,0.0004,21.61,47.62,521.29,2388.16,8118.13,8.4174,392.0,38.86,23.2898,0
14460,-0.0003,0.0003,21.61,47.47,521.7,2388.13,8126.12,8.4255,394.0,38.95,23.3206,0
14461,0.0005,-0.0005,21.61,47.52,521.03,2388.14,8128.88,8.4268,393.0,38.95,23.2397,0
14463,0.0005,-0.0001,21.61,47.54,521.55,2388.17,8120.38,8.4289,394.0,38.98,23.2709,0
14464,0.0014,0.0002,21.61,47.55,521.37,2388.09,8126.02,8.4134,395.0,38.77,23.3261,0
14465,0.0018,-0.0004,21.61,47.51,521.31,2388.14,8120.48,8.4393,392.0,38.96,23.32,0
14466,4.79591836734694e-05,-0.0003,21.61,47.54,521.44,2388.13,8126.23,8.4082,393.0,38.83,23.2383,0
14467,0.0009,4.522613065326635e-06,21.61,47.62,521.06,2388.12,8129.1,8.422,394.0,38.89,23.2856,0
14468,0.0016,0.0,21.61,47.52,521.04,2388.08,8127.54,8.4256,392.0,38.9,23.2871,0
14469,-0.0011,0.0004,21.61,47.55,521.47,2388.12,8121.98,8.3928,394.0,38.87,23.2743,0
14470,-0.0014,0.0003,21.61,47.54798994974874,520.71,2388.17,8120.87,8.4524,394.0,38.86,23.3481,0
14471,-0.0012,0.0002,21.61,47.48,521.1,2388.14,8127.12,8.4299,394.0,38.79,23.3118,0
14472,0.002,-0.0003,21.61,47.39,521.33,2388.16,8128.33,8.4621,395.0,38.9,23.1745,0
14473,-0.0026,0.0004,21.61,47.5,521.68,2388.12,8128.36,8.436,394.0,38.87,23.2867,0
14475,-0.0007,-0.0005,21.61,47.43,521.29,2388.15,8129.75,8.4146,393.0,38.59,23.2724,0
14476,-0.001,0.0004,21.61,47.59,521.3,2388.1,8120.28,8.4203,394.0,38.84,23.2388,0
14477,0.0044,-0.0002,21.61,47.68,521.03,2388.21,8127.79,8.4406,394.0,38.77,23.1814,0
14478,-0.0003,-0.0001,21.61,47.61,521.38,2388.18,8120.16,8.4347,393.0,38.84,23.3351,0
14479,-0.0002,0.0005,21.61,47.65,521.36,2388.11,8128.27,8.4229,393.0,38.73,23.2584,0
14480,-0.001,0.0002,21.61,47.66,520.97,2388.13,8124.4,8.4384,394.0,38.76,23.2942,0
14481,0.0032,-0.0002,21.60984536082474,47.49,520.98,2388.1,8126.04,8.42,393.0,38.84,23.288029441624364,0
14482,-0.0022,0.0002,21.61,47.58,521.04,2388.13,8119.3,8.4435,393.0,38.62,23.2534,0
14483,-0.0006,0.0,21.61,47.37,520.81,2388.13,8125.74,8.4355,394.0,38.72,23.2334,0
14484,0.0022,0.0004,21.61,47.53,521.13,2388.15,8122.73,8.4515,393.1333333333333,38.77,23.4248,0
14485,-0.0003,0.0,21.60984536082474,47.36,521.46,2388.15,8122.83,8.468,393.0,38.89,23.3415,0
14486,-0.0051,0.0002,21.61,47.6,521.25,2388.14,8115.64,8.4521,396.0,38.82,23.3,0
14487,4.79591836734694e-05,0.0001,21.61,47.47,521.54,2388.16,8118.87,8.4032,394.0,38.97,23.3032,0
14488,-0.0031,0.0,21.61,47.65,521.26,2388.1,8123.17,8.4634,394.0,38.66,23.2498,0
14489,0.0018,-0.0002,21.61,47.49,521.32,2388.16,8124.05,8.4555,393.0,38.76,23.3037,0
14490,-0.0004,0.0004,21.61,47.58,520.99,2388.13,8126.2,8.431,394.0,38.63,23.2881,0
14492,0.0025,0.0,21.61,47.6,521.3394845360825,2388.2,8118.86,8.4104,394.0,38.69,23.312,0
14493,0.0002,0.0002,21.60984536082474,47.49,520.85,2388.2,8120.19,8.4302,393.0,38.57,23.2223,0
14494,0.0025,0.0,21.61,47.83,520.92,2388.18,8121.28,8.44,394.0,38.66,23.2466,0
14495,0.0033,0.0003,21.61,47.77,520.95,2388.19,8120.85,8.4658,393.0,39.0,23.2714,0
14496,-0.0013,-0.0004,21.61,47.8,521.3394845360825,2388.17,8125.45,8.461,394.0,38.82,23.2748,0
14497,0.0007,0.0004,21.61,47.56,520.77,2388.18,8123.105360824742,8.443,394.0,38.86,23.2349,0
14498,-0.0017,-0.0004,21.61,47.69,520.8,2388.15,8125.12,8.4792,395.0,38.64,23.308,0
14499,0.0015,-0.0003,21.61,47.68,520.69,2388.18,8123.48,8.4698,394.0,38.69,23.2613,0
14501,0.0004,-0.0002,21.61,47.81,520.39,2388.16,8121.27,8.4412,395.0,38.74,23.2951,0
14502,0.0008,0.0002,21.61,47.61,520.49,2388.1330303030304,8112.35,8.4569,393.0,38.71,23.2389,0
14503,-0.0049,-0.0004,21.61,47.58,521.11,2388.17,8117.75,8.4448,393.0,38.67,23.1301,0
14504,-0.0014,-0.0001,21.61,47.81,520.47,2388.18,8120.58,8.4568,393.0,38.71,23.2907,0
14505,0.0007,-0.0004,21.61,47.84,520.38,2388.2,8118.19,8.463,395.0,38.71,23.159,0
14506,0.0007,0.0001,21.61,47.89,521.26,2388.22,8115.89,8.4586,393.0,38.65,23.2519,0
14507,-0.0015,-0.0004,21.61,47.81,520.27,2388.16,8113.49,8.4597,394.0,38.72,23.296,0
14508,0.0043,0.0005,21.61,47.9,521.22,2388.19,8113.61,8.4434,393.0,38.86,23.2047,0
14509,0.003,-0.0001,21.61,47.79,520.55,2388.21,8119.34,8.4592,393.0,38.8,23.2441,0
14510,0.0011,0.0003,21.61,47.66,520.18,2388.11,8118.11,8.4593,395.0,38.64,23.2048,0
14511,-0.0008,0.0001,21.61,47.76,520.78,2388.19,8113.66,8.495,394.0,38.9,23.2908,0
14512,-0.0006,-0.0001,21.60984536082474,47.89,520.38,2388.21,8112.69,8.4746,394.0,38.72,23.1389,0
14513,-0.0006,0.0002,21.61,47.87,521.02,2388.18,8120.41,8.4612,394.0,38.75,23.2615,0
14515,0.0001,0.0003,21.61,47.74,521.3394845360825,2388.19,8117.19,8.5403,394.0,38.72,23.2104,0
14516,0.0003,-0.0002,21.61,47.98,520.07,2388.2,8114.48,8.4588,396.0,38.69,23.1966,0
14517,4.79591836734694e-05,0.0002,21.61,47.84,520.78,2388.2,8115.45,8.4716,396.0,38.52,23.2751,0
14518,0.0006,-0.0003,21.61,47.89,520.61,2388.25,8119.77,8.4769,393.0,38.77,23.2382,0
14519,0.0051,0.0002,21.61,47.61,520.91,2388.29,8112.65,8.465,394.0,38.7,23.2426,0
14520,-0.0014,0.0,21.61,48.04,520.82,2388.21,8119.56,8.4205,395.0,38.65,23.1824,1
14521,-0.0022,-0.0004,21.61,47.79,521.03,2388.23,8118.4,8.4974,395.0,38.61,23.1739,1
14522,0.0019,0.0004,21.61,47.99,520.6,2388.2,8113.03,8.4384,393.0,38.67,23.1838,1
14524,-0.001,-0.0002,21.61,47.83,520.85,2388.27,8115.65,8.4892,395.0,38.46,23.1483,1
14525,0.0011,-0.0002,21.61,47.85,520.2,2388.23,8112.78,8.4784,396.0,38.73,23.1722,1
14526,0.0017,0.0002,21.61,47.94,520.08,2388.16,8109.8,8.493,394.0,38.54,23.1882,1
14527,0.001,-0.0004,21.61,47.9,520.17,2388.29,8107.62,8.486,394.0,38.82,23.3064,1
14528,-0.0013,0.0,21.61,47.9,519.83,2388.18,8111.86,8.4985,396.0,38.69,23.1994,1
14529,-0.0017,0.0005,21.61,47.83,520.66,2388.23,8106.56,8.481,396.0,38.65,23.1499,1
14530,0.0054,0.0003,21.61,47.97,520.3,2388.26,8112.38,8.4852,394.0,38.62,23.1101,1
14531,-0.0005,-0.0002,21.61,48.03,520.11,2388.24,8113.49,8.4897,395.0,38.58,23.1617,1
14532,0.003,0.0004,21.61,47.85,521.3394845360825,2388.29,8123.105360824742,8.507,394.0,38.82244897959183,23.1961,1
14533,0.0016,0.0002,21.61,48.13,519.86,2388.26,8111.06,8.5309,394.0,38.56,23.1307,1
14534,0.0011,0.0003,21.61,48.0,520.29,2388.29,8106.14,8.4702,394.0,38.54,23.1234,1
14535,0.0033,0.0001,21.61,47.87,520.47,2388.28,8108.09,8.5234,396.0,38.65,23.1465,1
14536,-0.0004,0.0,21.61,48.03,520.08,2388.26,8110.4,8.438861616161617,395.0,38.49,23.1716,1
14537,-0.0007,0.0001,21.61,48.11,519.54,2388.3,8113.17,8.4741,395.0,38.54,23.0704,1
14538,0.0002,0.0004,21.61,48.01,519.69,2388.23,8111.01,8.513,395.0,38.46,23.1764,1
14539,0.001,-0.0004,21.61,48.06,519.85,2388.25,8112.98,8.4835,396.0,38.57,23.0016,1
14540,0.0032,0.0005,21.61,48.08,519.75,2388.23,8108.0,8.5218,397.0,38.4,23.1053,1
14541,0.0012,0.0005,21.61,47.92,519.32,2388.26,8108.91,8.5212,393.1333333333333,38.48,23.0454,1
14542,0.0004,0.0004,21.61,47.98,519.63,2388.27,8112.66,8.4834,396.0,38.52,23.1502,1
14543,0.0004,-0.0001,21.60984536082474,47.98,520.06,2388.28,8105.22,8.5162,397.0,38.41,23.0915,1
14544,0.002,-0.0001,21.61,48.26,521.3394845360825,2388.32,8099.94,8.5239,393.1333333333333,38.46,22.9674,1
14545,-0.0048,-0.0002,21.61,48.14,520.18,2388.29,8105.32,8.5017,395.0,38.44,23.1472,1
14546,-0.0002,-0.0003,21.61,48.23,519.86,2388.26,8104.82,8.5523,397.0,38.44,23.0791,1
14547,0.0,-0.0002,21.61,48.23,519.45,2388.3,8103.77,8.5114,396.0,38.39,23.0848,1
14548,0.0011,0.0002,21.61,48.15,519.62,2388.33,8123.105360824742,8.5147,394.0,38.51,23.0211,1
14549,0.0,0.0001,21.61,48.1,520.18,2388.3,8101.49,8.5229,395.0,38.45,23.0712,1
14550,0.0007,-0.0003,21.61,48.17,519.48,2388.36,8103.27,8.5519,395.0,38.46,23.1649,1
14551,0.0032,0.0005,21.61,47.46,521.26,2388.11,8122.12,8.4092,394.0,38.72,23.2402,0
14552,-0.0055,-0.0003,21.61,47.57,521.06,2388.14,8120.45,8.4365,393.0,38.85,23.2368,0
14553,-0.0004,0.0003,21.61,47.48,521.34,2388.1,8124.08,8.4456,392.0,38.86,23.3427,0
14554,-0.0022,0.0003,21.61,47.47,521.37,2388.13,8119.63,8.4621,392.0,38.86,23.2171,0
14555,0.0024,-0.0004,21.61,47.7,520.99,2388.1,8121.89,8.4456,392.0,38.77,23.2411,0
14556,-0.0005,0.0004,21.61,47.48,521.04,2388.17,8117.73,8.4794,393.0,38.84,23.3956,0
14557,-0.0025,0.0005,21.61,47.61,521.21,2388.11,8122.62,8.4211,394.0,38.72427835051546,23.3231,0
14558,0.004,0.0,21.61,47.69,520.85,2388.1,8122.84,8.4295,393.0,38.94,23.1835,0
14559,0.0007,0.0,21.61,47.53,521.38,2388.09,8121.09,8.4535,392.0,38.94,23.3646,0
14560,0.0007,0.0003,21.61,47.44,521.0,2388.1,8122.34,8.4523,392.0,38.92,23.3222,0
14561,0.0002,-0.0002,21.61,47.56,521.14,2388.11,8118.56,8.4535,394.0,38.74,23.3484,0
14562,0.0041,0.0002,21.61,47.67,521.16,2388.17,8123.72,8.4598,393.0,38.87,23.2067,0
14563,0.0012,0.0,21.61,47.56,521.05,2388.15,8121.57,8.4603,393.0,38.77,23.2815,0
14564,-0.0006,0.0002,21.61,47.53,521.09,2388.13,8115.13,8.4211,391.0,38.71,23.2478,0
14565,0.0018,-0.0002,21.61,47.58,521.06,2388.13,8122.33,8.4465,393.0,38.67,23.2624,0
14566,0.0016,-0.0002,21.61,47.57,521.06,2388.13,8125.62,8.4386,392.0,38.9,23.2383,0
14567,0.0002,-0.0002,21.61,47.49,521.73,2388.16,8125.12,8.4128,392.0,38.75,23.3393,0
14568,-0.0025,0.0002,21.61,47.63,520.85,2388.18,8124.0,8.4642,393.0,38.78,23.3479,0
14569,0.0006,-0.0002,21.61,47.53,520.68,2388.1,8120.0,8.4464,393.0,38.67,23.216,0
14570,0.0022,-0.0002,21.61,47.63,521.4,2388.19,8123.19,8.4223,393.0,39.07,23.3653,0
14571,0.0001,-0.0002,21.61,47.48,521.11,2388.13,8123.38,8.4234,394.0,38.75,23.2525,0
14572,0.0006,-0.0002,21.61,47.44,521.66,2388.13,8128.66,8.466366331658291,393.0,38.86,23.2328,0
14573,0.002,-0.0001,21.61,47.45,521.2,2388.18,8117.7,8.449,393.0,38.96,23.3368,0
14574,0.0003,-0.0004,21.61,47.45,521.83,2388.15,8118.39,8.4488,394.0,38.87,23.3439,0
14575,-0.0024,0.0,21.61,47.5,521.77,2388.14,8126.42,8.4562,394.0,38.74,23.4097,0
14576,0.0004,-0.0005,21.61,47.39,521.46,2388.182307692308,8125.87,8.4508,393.0,38.78,23.3176,0
14577,0.0027,0.0,21.61,47.5,521.43,2388.17,8127.22,8.4313,393.0,38.84,23.2456,0
14578,-0.0023,-0.0001,21.61,47.61,521.21,2388.13,8125.33,8.4441,393.0,38.91,23.1593,0
14579,-0.001,-0.0003,21.61,47.6,520.65,2388.13,8126.51,8.4318,393.0,38.96,23.2469,0
14580,0.0031,0.0001,21.61,47.6,520.83,2388.14,8120.81,8.4135,393.0,38.78,23.3942,0
14581,-0.0029,-0.0003,21.61,47.8,521.63,2388.14,8124.02,8.4248,392.0,38.89,23.3662,0
14583,0.0021,-0.0002,21.61,47.56,520.96,2388.15,8132.11,8.4309,391.0,38.86,23.2887,0
14584,-0.0018,-0.0002,21.61,47.55,521.74,2388.13,8125.27,8.437,395.0,38.85,23.2974,0
14585,0.0,-5.208333333333335e-07,21.61,47.6,521.24,2388.14,8119.64,8.4741,394.0,38.77,23.3597,0
14586,0.0001,-5.208333333333335e-07,21.61,47.73103092783505,521.33,2388.15,8116.17,8.4505,394.0,38.9,23.1933,0
14587,0.0006,-0.0002,21.61,47.51,521.4,2388.15,8124.5,8.45,393.0,38.64,23.3026,0
14588,-0.0036,0.0,21.61,47.4,521.07,2388.14,8120.11,8.4316,393.0,38.73,23.2314,0
14589,0.0011,-0.0001,21.61,47.69,520.27,2388.11,8119.99,8.4554,392.0,39.02,23.3392,0
14590,-0.001,-0.0002,21.61,47.55,522.01,2388.16,8119.83,8.4762,393.0,38.83,23.3191,0
14591,-0.0035,0.0004,21.61,47.6,521.15,2388.16,8118.07,8.4326,394.0,38.75,23.3459,0
14592,-0.0019,-0.0003,21.61,47.58,521.17,2388.08,8114.5,8.4846,393.0,38.87,23.3298,0
14593,-0.0005,-0.0002,21.61,47.71,521.49,2388.12,8123.58,8.4483,392.0,38.83,23.3065,0
14594,-0.0024,-0.0002,21.61,47.6,521.22,2388.18,8119.02,8.446,393.0,38.75,23.2675,0
14595,0.0001,0.0004,21.61,47.78,521.33,2388.12,8125.44,8.4545,393.0,38.89,23.1831,0
14596,0.0012,0.0004,21.61,47.55,521.35,2388.15,8122.66,8.4596,393.0,38.83,23.3397,0
14597,-0.0012,-0.0001,21.61,47.61,521.16,2388.14,8122.14,8.4817,393.0,38.9,23.272,0
14598,-0.0026,0.0003,21.61,47.42,521.83,2388.16,8122.59,8.4433,395.0,38.86,23.2784,0
14599,0.0036,-0.0002,21.61,47.58,521.43,2388.15,8121.95,8.3994,391.0,38.87,23.2672,0
14600,-0.003,0.0003,21.61,47.5,521.87,2388.16,8115.9,8.4589,392.0,38.86,23.2131,0
14601,0.0001,0.0004,21.61,47.73103092783505,521.01,2388.12,8122.42,8.4567,393.0,38.75,23.3623,0
14602,-0.0026,0.0003,21.61,47.52,520.8081632653061,2388.1,8125.65,8.4623,395.0,38.85,23.3469,0
14603,-0.0006,-0.0004,21.61,47.81,521.28,2388.14,8124.07,8.4437,394.0,38.74,23.3021,0
14604,-0.0028,0.0002,21.61,47.57,520.79,2388.13,8124.87,8.4158,395.0,38.79,23.2668,0
14605,-0.0003,-0.0003,21.61,47.49,521.32,2388.14,8126.01,8.4306,395.0,38.62,23.2848,0
14606,0.0002,0.0005,21.61,47.64,520.95,2388.19,8124.27,8.4592,392.0,38.72,23.3053,0
14607,0.0003,0.0,21.61,47.72,521.14,2388.14,8119.63,8.4535,393.0,38.93,23.2258,0
14608,0.0013,-0.0004,21.61,47.67,520.6,2388.11,8119.13,8.4806,392.0,38.88,23.3076,0
14609,-0.0004,-0.0004,21.61,47.59,521.05,2388.15,8122.87,8.4623,393.0,38.86,23.2647,0
14610,0.0017,0.0001,21.61,47.54,521.11,2388.19,8118.41,8.478,393.0,38.83,23.3096,0
14611,-0.0011,-0.0004,21.61,47.53,521.41,2388.12,8123.7,8.4218,393.0,38.87,23.3032,0
14612,-0.0038,0.0002,21.61,47.7,521.4,2388.14,8128.44,8.441,394.0,38.95,23.1323,0
14613,0.0009,0.0002,21.61,47.56,521.2,2388.13,8126.13,8.4503,393.0,38.73,23.2284,0
14614,-0.0001,-5.208333333333335e-07,21.61,47.65,521.37,2388.14,8116.96,8.4645,394.0,38.81,23.1885,0
14615,-0.0039,-0.0003,21.61,47.73103092783505,520.89,2388.15,8118.85,8.4773,394.0,38.74,23.3093,0
14616,-0.0025,0.0001,21.61,47.85,521.1,2388.17,8121.22,8.4234,393.0,38.76,23.2882,0
14617,-0.0026,-0.0004,21.61,47.74,520.95,2388.13,8125.24,8.4054,393.0,38.78,23.2522,0
14618,0.0003,0.0,21.61,47.52,521.42,2388.12,8115.35,8.4201,394.0,38.6,23.36,0
14619,-0.0013,0.0001,21.61,47.6,521.73,2388.13,8124.54,8.4373,394.0,38.98,23.2872,0
14620,0.0,0.0005,21.61,47.39,521.13,2388.182307692308,8121.49,8.4159,393.0,38.76,23.2359,0
14622,0.0002,0.0002,21.61,47.46,521.06,2388.12,8120.75,8.4586,392.0,38.67,23.2747,0
14623,-0.0021,-0.0004,21.61,47.64,520.8,2388.19,8120.91,8.4877,393.0,38.85,23.3407,0
14624,0.0011,0.0002,21.61,47.62,520.96,2388.16,8118.52,8.4517,394.0,38.68,23.323,0
14625,-0.0013,0.0004,21.61,47.52,521.4,2388.19,8124.56,8.4581,393.0,38.72,23.2593,0
14626,-0.0016,-0.0003,21.61,47.73103092783505,521.36,2388.12,8119.39,8.435,395.0,38.72,23.2266,0
14627,-0.0022,-0.0001,21.61,47.63,520.93,2388.15,8117.68,8.4423,395.0,38.61,23.2463,0
14628,0.0025,0.0002,21.61,47.82,521.44,2388.13,8123.3,8.4498,394.0,38.83,23.3036,0
14629,-0.003,0.0,21.61,47.54,521.62,2388.12,8120.49,8.4605,394.0,38.79,23.1894,0
14632,-0.0014,0.0004,21.61,47.58,521.77,2388.14,8124.91,8.475,395.0,38.79,23.2823,0
14633,0.0003,0.0,21.61,47.59,520.9,2388.15,8122.99,8.4488,392.0,38.81,23.237,0
14634,0.0002,0.0002,21.61,47.75,520.8081632653061,2388.11,8125.63,8.461,393.0,38.86,23.2164,0
14635,0.0,-0.0001,21.61,47.66,520.54,2388.14,8122.57,8.4515,393.0,38.91,23.343,0
14636,0.0007,-0.0002,21.61,47.53,521.25,2388.14,8122.13,8.4249,393.0,38.93,23.227,0
14637,-0.0026,-0.0001,21.61,47.62,520.53,2388.17,8121.25,8.4512,392.0,38.6,23.2801,0
14638,0.0003,0.0004,21.61,47.62,520.8081632653061,2388.18,8125.53,8.4402,394.0,38.72427835051546,23.3021,0
14639,0.0013,0.0002,21.61,47.65,520.8081632653061,2388.182307692308,8116.97,8.4388,393.79695431472084,38.78,23.3299,0
14640,0.002,-0.0001,21.61,47.64,521.12,2388.1,8123.89,8.4704,393.0,38.72,23.2122,0
14641,-0.0007,0.0003,21.61,47.67,520.46,2388.11,8129.62,8.4525,393.0,38.92,23.1875,0
14642,0.0015,0.0002,21.61,47.73103092783505,521.42,2388.16,8122.25,8.4996,394.0,38.77,23.2799,0
14644,-0.0023,0.0002,21.61,47.65,520.84,2388.23,8126.17,8.4574,394.0,38.84,23.2116,0
14645,-0.0009,0.0005,21.61,47.69,520.93,2388.13,8120.03,8.4708,392.0,38.88,23.2621,0
14646,0.002,-0.0001,21.61,47.7,521.35,2388.15,8117.16,8.4703,395.0,38.77,23.2397,0
14647,-0.0015,-0.0004,21.61,47.68,521.75,2388.2,8120.13,8.4583,393.0,38.86,23.2182,0
14648,-0.0006,-0.0005,21.61,47.73,521.14,2388.17,8118.88,8.4551,394.0,38.79,23.1731,0
14649,0.004,0.0003,21.61,47.63,520.74,2388.182307692308,8124.68,8.4782,392.0,38.84,23.1483,0
14650,0.0005,-0.0003,21.61,47.86,520.47,2388.15,8120.474974874372,8.4379,395.0,38.65,23.2834,0
14651,0.0,-0.0003,21.61,47.55,520.69,2388.16,8122.6,8.4982,394.0,38.91,23.2018,0
14652,0.0016,-0.0003,21.61,47.55,520.91,2388.18,8122.15,8.4281,391.0,38.71,23.3144,0
14653,0.0024,0.0002,21.61,47.71,520.84,2388.15,8126.91,8.4743,394.0,38.85,23.2295,0
14654,0.0031,-0.0002,21.61,47.5,520.89,2388.15,8120.56,8.4482,393.0,38.72427835051546,23.2197,0
14655,-0.0024,0.0001,21.61,47.57,521.15,2388.19,8126.44,8.4692,394.0,38.72,23.1672,0
14656,-0.001,-0.0005,21.61,47.74,521.17,2388.16,8120.35,8.4736,394.0,38.79,23.2797,0
14657,0.0021,-0.0004,21.61,47.66,521.27,2388.13,8125.74,8.4417,393.0,38.96,23.2353,0
14658,0.0003,-0.0001,21.61,47.64,521.15,2388.14,8124.88,8.442,393.0,39.0,23.1896,0
14659,-0.002,-0.0004,21.61,47.59,521.36,2388.12,8117.54,8.4605,394.0,38.98,23.222938775510205,0
14660,0.0006,-0.0004,21.61,47.73103092783505,521.0,2388.13,8117.77,8.4788,394.0,38.68,23.2622,0
14661,-0.0002,0.0004,21.61,47.66,520.7,2388.12,8125.94,8.4577,394.0,38.68,23.2261,0
14662,-0.0023,-0.0001,21.61,47.68,521.21,2388.15,8122.73,8.4386,393.0,38.66,23.2766,0
14663,-0.004,0.0004,21.61,47.57,520.76,2388.2,8111.29,8.466366331658291,394.0,38.49,23.2763,0
14665,-0.0025,0.0005,21.61,47.62,521.01,2388.18,8121.01,8.4679,393.0,38.7,23.3029,0
14666,-0.0002,0.0001,21.61,47.57,521.42,2388.13,8119.51,8.4576,394.0,38.79,23.2016,0
14667,-0.0007,0.0002,21.61,47.86,520.9,2388.2,8115.21,8.4469,393.0,38.54,23.2127,0
14668,0.0,0.0,21.61,47.69,520.63,2388.19,8118.08,8.451,392.0,38.83,23.222938775510205,0
14669,0.0026,-0.0001,21.61,47.79,520.69,2388.23,8117.47,8.4762,393.0,38.57,23.222938775510205,0
14670,-0.0008,0.0004,21.61,47.89,520.78,2388.18,8126.44,8.4966,395.0,38.83,23.2151,0
14671,0.0012,0.0004,21.61,47.71,521.22,2388.16,8120.31,8.4833,394.0,38.72427835051546,23.3283,0
14672,0.002,-0.0003,21.61,47.68,520.18,2388.13,8121.72,8.4749,395.0,38.94,23.3425,0
14673,0.004,0.0003,21.61,47.86,520.64,2388.21,8124.76,8.4231,395.0,38.85,23.2557,0
14674,0.0017,0.0005,21.61,47.69,521.23,2388.12,8122.55,8.4531,392.0,38.67,23.3273,0
14675,0.0008,0.0002,21.61,47.71,520.48,2388.17,8118.88,8.454,395.0,38.97,23.1707,0
14676,-0.0009,-0.0004,21.61,47.79,521.11,2388.18,8121.58,8.4395,393.0,38.63,23.2148,0
14677,-0.0017,0.0001,21.61,47.79,520.63,2388.15,8119.54,8.47,394.0,38.58,23.2371,0
14678,-0.0032,0.0002,21.61,47.78,520.98,2388.15,8119.82,8.4494,393.0,38.69,23.2167,0
14679,-0.0011,-5.208333333333335e-07,21.61,47.71,521.05,2388.17,8119.09,8.4737,395.0,38.78,23.2072,0
14680,-0.0008,0.0004,21.61,47.59,520.92,2388.18,8120.56,8.4595,393.0,38.62,23.222938775510205,0
14682,-0.0023,-0.0001,21.61,47.65,520.26,2388.2,8119.0,8.4878,395.0,38.68,23.2779,0
14683,-0.0016,-0.0002,21.61,47.74,520.57,2388.18,8119.52,8.4631,396.0,38.68,23.2144,0
14684,-0.0004,-0.0002,21.61,47.53,520.88,2388.18,8116.16,8.4666,395.0,38.69,23.1478,0
14685,0.0008,-5.208333333333335e-07,21.61,47.72,520.33,2388.182307692308,8123.13,8.451,395.0,38.76,23.189,0
14687,0.001,-0.0004,21.61,47.71,520.78,2388.2,8120.85,8.5041,394.0,38.52,23.1236,0
14688,0.0035,-0.0004,21.61,47.72,520.85,2388.18,8122.38,8.4586,393.0,38.64,23.3219,0
14689,-0.001,0.0,21.61,47.85,520.57,2388.18,8124.72,8.4704,393.0,38.79,23.2042,0
14690,0.0039,0.0003,21.61,47.71,520.37,2388.17,8119.53,8.4384,394.0,38.66,23.1758,0
14692,0.0,0.0004,21.61,47.67,520.63,2388.19,8125.37,8.5014,394.0,38.65,23.1028,0
14693,-0.0028,-0.0001,21.61,47.76,520.99,2388.19,8124.2,8.4591,395.0,38.7,23.2292,0
14694,0.0004,0.0003,21.61,47.96,521.09,2388.26,8124.97,8.4619,393.0,38.64,23.1958,0
14695,0.0005,0.0004,21.61,47.87,520.44,2388.12,8118.59,8.4522,394.0,38.86,23.1755,0
14696,0.0016,0.0003,21.61,47.73103092783505,520.78,2388.19,8119.29,8.4132,395.0,38.7,23.2102,0
14697,0.0001,0.0001,21.61,47.76,520.72,2388.21,8122.96,8.4787,393.0,38.69,23.2188,0
14698,0.0044,0.0002,21.61,47.65,520.93,2388.19,8121.56,8.4801,393.0,38.82,23.1505,0
14699,0.0005,-0.0004,21.61,47.73,520.55,2388.2,8125.47,8.4672,394.0,38.82,23.1535,0
14700,0.0007,0.0001,21.61,47.62,520.57,2388.26,8120.28,8.4818,393.0,38.79,23.2836,0
14701,0.0003,0.0001,21.61,47.71,520.91,2388.2,8116.92,8.4776,395.0,38.77,23.2065,0
14702,-0.0009,-0.0004,21.61,47.91,520.22,2388.21,8122.47,8.4657,393.0,38.76,23.2783,0
14703,0.0033,-0.0002,21.61,47.91,520.76,2388.25,8118.88,8.4893,395.0,38.74,23.2197,0
14704,0.0001,0.0,21.61,47.8,520.96,2388.22,8118.21,8.4752,394.0,38.6,23.1894,0
14705,0.003,0.0004,21.61,47.86,520.7,2388.24,8117.16,8.4953,395.0,38.75,23.1465,0
14706,-0.0013,0.0,21.61,47.93,520.14,2388.2,8117.21,8.4662,395.0,38.52,23.2208,0
14707,0.0001,-0.0001,21.61,47.7,520.69,2388.19,8120.07,8.5008,393.0,38.45,23.2712,0
14709,-0.0015,-0.0004,21.61,47.78,520.69,2388.21,8117.96,8.4869,392.0,38.68,23.1723,0
14710,0.0021,0.0,21.61,47.9,520.23,2388.22,8117.24,8.4974,394.0,38.72,23.1987,0
14711,-0.0017,0.0005,21.61,47.9,520.22,2388.21,8113.53,8.4769,395.0,38.5,23.1507,0
14712,0.0034,-0.0004,21.61,47.8,520.2,2388.21,8121.14,8.4889,395.0,38.61,23.2891,0
14713,0.0003,-0.0002,21.61,47.83,520.89,2388.24,8114.88,8.4577,395.0,38.41,23.0721,0
14714,-0.0005,0.0002,21.61,47.81,520.39,2388.24,8119.09,8.5091,394.0,38.58,23.249,0
14715,0.0012,0.0002,21.61,47.89,520.91,2388.23,8120.92,8.4656,392.0,38.56,23.2545,0
14716,0.0005,0.0003,21.61,47.71,520.75,2388.22,8119.16,8.515,395.0,38.85,23.1931,0
14717,-0.0022,0.0,21.61,47.74,520.12,2388.21,8118.48,8.5001,394.0,38.68,23.2919,0
14718,-0.0032,0.0005,21.61,47.93,520.3,2388.16,8121.05,8.4785,393.79695431472084,38.75,23.1913,0
14719,0.0012,0.0,21.61,48.04,520.65,2388.24,8119.41,8.4541,396.0,38.42,23.0518,0
14720,0.0008,-0.0003,21.61,47.79,520.11,2388.25,8116.17,8.4701,395.0,38.62,23.1322,0
